Date,Temp,Hum,Batt
01/26/2019 14:10:00,    12.10 ,    83.66 ,   100.00 
01/26/2019 14:20:00,    12.17 ,    83.31 ,   100.00 
01/26/2019 14:30:00,    12.05 ,    84.00 ,   100.00 
01/26/2019 14:40:00,    12.23 ,    83.23 ,   100.00 
01/26/2019 14:50:00,    12.10 ,    83.75 ,   100.00 
01/26/2019 15:00:00,    11.98 ,    84.00 ,   100.00 
01/26/2019 15:10:00,    11.83 ,    84.00 ,   100.00 
01/26/2019 15:20:00,    11.80 ,    84.67 ,   100.00 
01/26/2019 15:30:00,    11.80 ,    85.00 ,   100.00 
01/26/2019 15:40:00,    11.74 ,    85.00 ,   100.00 
01/26/2019 15:50:00,    11.70 ,    85.00 ,   100.00 
01/26/2019 16:00:00,    11.70 ,    85.00 ,   100.00 
01/26/2019 16:10:00,    11.70 ,    85.00 ,   100.00 
01/26/2019 16:20:00,    11.75 ,    85.00 ,   100.00 
01/26/2019 16:30:00,    11.80 ,    85.00 ,   100.00 
01/26/2019 16:40:00,    11.75 ,    85.00 ,   100.00 
01/26/2019 16:50:00,    11.84 ,    85.00 ,   100.00 
01/26/2019 17:00:00,    11.90 ,    85.00 ,   100.00 
01/26/2019 17:10:00,    11.90 ,    85.00 ,   100.00 
01/26/2019 17:20:00,    11.81 ,    85.00 ,   100.00 
01/26/2019 17:30:00,    11.80 ,    85.00 ,   100.00 
01/26/2019 17:40:00,    11.80 ,    85.00 ,   100.00 
01/26/2019 17:50:00,    11.80 ,    85.00 ,   100.00 
01/26/2019 18:00:00,    11.80 ,    85.00 ,   100.00 
01/26/2019 18:10:00,    11.80 ,    85.00 ,   100.00 
01/26/2019 18:20:00,    11.80 ,    85.00 ,   100.00 
01/26/2019 18:30:00,    11.80 ,    85.00 ,   100.00 
01/26/2019 18:40:00,    11.80 ,    85.00 ,   100.00 
01/26/2019 18:50:00,    11.80 ,    85.00 ,   100.00 
01/26/2019 19:00:00,    11.80 ,    85.00 ,   100.00 
01/26/2019 19:10:00,    11.82 ,    85.00 ,   100.00 
01/26/2019 19:20:00,    12.00 ,    85.00 ,   100.00 
01/26/2019 19:30:00,    12.00 ,    85.00 ,   100.00 
01/26/2019 19:40:00,    12.00 ,    85.00 ,   100.00 
01/26/2019 19:50:00,    12.00 ,    85.00 ,   100.00 
01/26/2019 20:00:00,    11.95 ,    85.00 ,   100.00 
01/26/2019 20:10:00,    12.13 ,    84.09 ,   100.00 
01/26/2019 20:20:00,    13.03 ,    80.68 ,   100.00 
01/26/2019 20:30:00,    13.57 ,    78.67 ,   100.00 
01/26/2019 20:40:00,    13.53 ,    78.89 ,   100.00 
01/26/2019 20:50:00,    12.77 ,    81.44 ,   100.00 
01/26/2019 21:00:00,    12.45 ,    83.00 ,   100.00 
01/26/2019 21:10:00,    12.56 ,    82.70 ,   100.00 
01/26/2019 21:20:00,    12.67 ,    82.28 ,   100.00 
01/26/2019 21:30:00,    12.47 ,    83.00 ,   100.00 
01/26/2019 21:40:00,    12.23 ,    83.23 ,   100.00 
01/26/2019 21:50:00,    12.13 ,    84.00 ,   100.00 
01/26/2019 22:00:00,    12.03 ,    84.00 ,   100.00 
01/26/2019 22:10:00,    12.24 ,    83.03 ,   100.00 
01/26/2019 22:20:00,    12.80 ,    80.36 ,   100.00 
01/26/2019 22:30:00,    13.06 ,    80.00 ,   100.00 
01/26/2019 22:40:00,    13.07 ,    80.08 ,   100.00 
01/26/2019 22:50:00,    12.53 ,    82.12 ,   100.00 
01/26/2019 23:00:00,    12.24 ,    83.03 ,   100.00 
01/26/2019 23:10:00,    12.05 ,    84.00 ,   100.00 
01/26/2019 23:20:00,    12.00 ,    84.00 ,   100.00 
01/26/2019 23:30:00,    12.00 ,    84.00 ,   100.00 
01/26/2019 23:40:00,    12.00 ,    84.00 ,   100.00 
01/26/2019 23:50:00,    12.00 ,    84.00 ,   100.00 
01/27/2019 00:00:00,    12.00 ,    84.39 ,   100.00 
01/27/2019 00:10:00,    12.00 ,    85.00 ,   100.00 
01/27/2019 00:20:00,    12.00 ,    85.00 ,   100.00 
01/27/2019 00:30:00,    12.00 ,    85.00 ,   100.00 
01/27/2019 00:40:00,    12.00 ,    85.00 ,   100.00 
01/27/2019 00:50:00,    12.00 ,    85.00 ,   100.00 
01/27/2019 01:00:00,    12.00 ,    85.00 ,   100.00 
01/27/2019 01:10:00,    11.98 ,    85.00 ,   100.00 
01/27/2019 01:20:00,    11.97 ,    85.00 ,   100.00 
01/27/2019 01:30:00,    12.00 ,    85.00 ,   100.00 
01/27/2019 01:40:00,    12.00 ,    85.00 ,   100.00 
01/27/2019 01:50:00,    12.00 ,    85.00 ,   100.00 
01/27/2019 02:00:00,    12.00 ,    85.00 ,   100.00 
01/27/2019 02:10:00,    11.94 ,    85.00 ,   100.00 
01/27/2019 02:20:00,    11.85 ,    85.00 ,   100.00 
01/27/2019 02:30:00,    11.80 ,    85.52 ,   100.00 
01/27/2019 02:40:00,    11.80 ,    86.00 ,   100.00 
01/27/2019 02:50:00,    11.80 ,    86.00 ,   100.00 
01/27/2019 03:00:00,    11.76 ,    86.00 ,   100.00 
01/27/2019 03:10:00,    11.74 ,    86.00 ,   100.00 
01/27/2019 03:20:00,    11.80 ,    86.00 ,   100.00 
01/27/2019 03:30:00,    11.71 ,    86.00 ,   100.00 
01/27/2019 03:40:00,    11.73 ,    86.00 ,   100.00 
01/27/2019 03:50:00,    11.80 ,    86.00 ,   100.00 
01/27/2019 04:00:00,    11.72 ,    86.00 ,   100.00 
01/27/2019 04:10:00,    11.75 ,    86.00 ,   100.00 
01/27/2019 04:20:00,    11.65 ,    86.00 ,   100.00 
01/27/2019 04:30:00,    11.70 ,    86.00 ,   100.00 
01/27/2019 04:40:00,    11.77 ,    86.00 ,   100.00 
01/27/2019 04:50:00,    11.87 ,    86.00 ,   100.00 
01/27/2019 05:00:00,    11.90 ,    85.34 ,   100.00 
01/27/2019 05:10:00,    11.96 ,    85.00 ,   100.00 
01/27/2019 05:20:00,    12.00 ,    85.00 ,   100.00 
01/27/2019 05:30:00,    12.00 ,    85.00 ,   100.00 
01/27/2019 05:40:00,    11.95 ,    85.00 ,   100.00 
01/27/2019 05:50:00,    12.00 ,    85.00 ,   100.00 
01/27/2019 06:00:00,    12.00 ,    85.00 ,   100.00 
01/27/2019 06:10:00,    12.00 ,    85.00 ,   100.00 
01/27/2019 06:20:00,    12.00 ,    85.00 ,   100.00 
01/27/2019 06:30:00,    12.00 ,    85.00 ,   100.00 
01/27/2019 06:40:00,    11.96 ,    85.00 ,   100.00 
01/27/2019 06:50:00,    11.99 ,    85.00 ,   100.00 
01/27/2019 07:00:00,    12.00 ,    85.00 ,   100.00 
01/27/2019 07:10:00,    11.97 ,    85.00 ,   100.00 
01/27/2019 07:20:00,    11.90 ,    85.00 ,   100.00 
01/27/2019 07:30:00,    11.95 ,    85.00 ,   100.00 
01/27/2019 07:40:00,    11.90 ,    85.00 ,   100.00 
01/27/2019 07:50:00,    11.97 ,    85.00 ,   100.00 
01/27/2019 08:00:00,    12.07 ,    85.00 ,   100.00 
01/27/2019 08:10:00,    12.12 ,    84.31 ,   100.00 
01/27/2019 08:20:00,    12.18 ,    84.00 ,   100.00 
01/27/2019 08:30:00,    12.16 ,    84.00 ,   100.00 
01/27/2019 08:40:00,    12.15 ,    84.00 ,   100.00 
01/27/2019 08:50:00,    12.16 ,    84.00 ,   100.00 
01/27/2019 09:00:00,    12.42 ,    83.43 ,   100.00 
01/27/2019 09:10:00,    12.70 ,    83.00 ,   100.00 
01/27/2019 09:20:00,    12.65 ,    83.00 ,   100.00 
01/27/2019 09:30:00,    12.85 ,    83.00 ,   100.00 
01/27/2019 09:40:00,    13.19 ,    81.56 ,   100.00 
01/27/2019 09:50:00,    13.26 ,    81.44 ,   100.00 
01/27/2019 10:00:00,    13.16 ,    82.00 ,   100.00 
01/27/2019 10:10:00,    12.70 ,    82.90 ,   100.00 
01/27/2019 10:20:00,    12.48 ,    83.00 ,   100.00 
01/27/2019 10:30:00,    12.32 ,    83.85 ,   100.00 
01/27/2019 10:40:00,    12.30 ,    84.00 ,   100.00 
01/27/2019 10:50:00,    12.47 ,    83.72 ,   100.00 
01/27/2019 11:00:00,    12.73 ,    83.00 ,   100.00 
01/27/2019 11:10:00,    12.70 ,    83.00 ,   100.00 
01/27/2019 11:20:00,    12.51 ,    83.21 ,   100.00 
01/27/2019 11:30:00,    12.47 ,    83.30 ,   100.00 
01/27/2019 11:40:00,    12.50 ,    83.67 ,   100.00 
01/27/2019 11:50:00,    12.45 ,    84.00 ,   100.00 
01/27/2019 12:00:00,    12.50 ,    84.00 ,   100.00 
01/27/2019 12:10:00,    12.44 ,    84.00 ,   100.00 
01/27/2019 12:20:00,    12.34 ,    84.00 ,   100.00 
01/27/2019 12:30:00,    12.25 ,    84.55 ,   100.00 
01/27/2019 12:40:00,    12.20 ,    85.00 ,   100.00 
01/27/2019 12:50:00,    12.10 ,    85.00 ,   100.00 
01/27/2019 13:00:00,    12.20 ,    85.00 ,   100.00 
01/27/2019 13:10:00,    12.34 ,    84.04 ,   100.00 
01/27/2019 13:20:00,    12.49 ,    84.00 ,   100.00 
01/27/2019 13:30:00,    12.59 ,    83.61 ,   100.00 
01/27/2019 13:40:00,    12.78 ,    83.00 ,   100.00 
01/27/2019 13:50:00,    12.68 ,    83.00 ,   100.00 
01/27/2019 14:00:00,    12.77 ,    83.00 ,   100.00 
01/27/2019 14:10:00,    12.69 ,    83.00 ,   100.00 
01/27/2019 14:20:00,    12.50 ,    83.27 ,   100.00 
01/27/2019 14:30:00,    12.40 ,    84.00 ,   100.00 
01/27/2019 14:40:00,    12.31 ,    84.00 ,   100.00 
01/27/2019 14:50:00,    12.20 ,    84.00 ,   100.00 
